Ciudad,Region,Location,,fecha,casos nuevos,
Punta Arenas,Magallanes y la Antártica Chilena,"Punta Arenas, Magallanes y la Antártica Chilena",,03/21/2020,61,
Punta Arenas,Magallanes y la Antártica Chilena,"Punta Arenas, Magallanes y la Antártica Chilena",,03/28/2020,111,
Punta Arenas,Magallanes y la Antártica Chilena,"Punta Arenas, Magallanes y la Antártica Chilena",,04/04/2020,156,
Punta Arenas,Magallanes y la Antártica Chilena,"Punta Arenas, Magallanes y la Antártica Chilena",,04/11/2020,54,
Río Verde,Magallanes y la Antártica Chilena,"Río Verde, Magallanes y la Antártica Chilena",,03/07/2020,0,
Río Verde,Magallanes y la Antártica Chilena,"Río Verde, Magallanes y la Antártica Chilena",,03/14/2020,0,
Río Verde,Magallanes y la Antártica Chilena,"Río Verde, Magallanes y la Antártica Chilena",,03/21/2020,0,
Río Verde,Magallanes y la Antártica Chilena,"Río Verde, Magallanes y la Antártica Chilena",,03/28/2020,0,
Río Verde,Magallanes y la Antártica Chilena,"Río Verde, Magallanes y la Antártica Chilena",,04/04/2020,0,
Río Verde,Magallanes y la Antártica Chilena,"Río Verde, Magallanes y la Antártica Chilena",,04/11/2020,0,
San Gregorio,Magallanes y la Antártica Chilena,"San Gregorio, Magallanes y la Antártica Chilena",,03/07/2020,0,
San Gregorio,Magallanes y la Antártica Chilena,"San Gregorio, Magallanes y la Antártica Chilena",,03/14/2020,0,
San Gregorio,Magallanes y la Antártica Chilena,"San Gregorio, Magallanes y la Antártica Chilena",,03/21/2020,0,
San Gregorio,Magallanes y la Antártica Chilena,"San Gregorio, Magallanes y la Antártica Chilena",,03/28/2020,0,
San Gregorio,Magallanes y la Antártica Chilena,"San Gregorio, Magallanes y la Antártica Chilena",,04/04/2020,0,
San Gregorio,Magallanes y la Antártica Chilena,"San Gregorio, Magallanes y la Antártica Chilena",,04/11/2020,0,
Torres del Paine,Magallanes y la Antártica Chilena,"Torres del Paine, Magallanes y la Antártica Chilena",,03/07/2020,0,
Torres del Paine,Magallanes y la Antártica Chilena,"Torres del Paine, Magallanes y la Antártica Chilena",,03/14/2020,0,
Torres del Paine,Magallanes y la Antártica Chilena,"Torres del Paine, Magallanes y la Antártica Chilena",,03/21/2020,0,
Torres del Paine,Magallanes y la Antártica Chilena,"Torres del Paine, Magallanes y la Antártica Chilena",,03/28/2020,0,
Torres del Paine,Magallanes y la Antártica Chilena,"Torres del Paine, Magallanes y la Antártica Chilena",,04/04/2020,0,
Torres del Paine,Magallanes y la Antártica Chilena,"Torres del Paine, Magallanes y la Antártica Chilena",,04/11/2020,0,
