Ciudad,Region,Location,,fecha,casos nuevos,
Corral,Los Ríos,"Corral, Los Ríos",,03/07/2020,0,
Corral,Los Ríos,"Corral, Los Ríos",,03/14/2020,0,
Corral,Los Ríos,"Corral, Los Ríos",,03/21/2020,0,
Corral,Los Ríos,"Corral, Los Ríos",,03/28/2020,0,
Corral,Los Ríos,"Corral, Los Ríos",,04/04/2020,0,
Corral,Los Ríos,"Corral, Los Ríos",,04/11/2020,0,
Futrono,Los Ríos,"Futrono, Los Ríos",,03/07/2020,0,
Futrono,Los Ríos,"Futrono, Los Ríos",,03/14/2020,0,
Futrono,Los Ríos,"Futrono, Los Ríos",,03/21/2020,1,
Futrono,Los Ríos,"Futrono, Los Ríos",,03/28/2020,3,
Futrono,Los Ríos,"Futrono, Los Ríos",,04/04/2020,1,
Futrono,Los Ríos,"Futrono, Los Ríos",,04/11/2020,0,
La Unión,Los Ríos,"La Unión, Los Ríos",,03/07/2020,0,
La Unión,Los Ríos,"La Unión, Los Ríos",,03/14/2020,1,
La Unión,Los Ríos,"La Unión, Los Ríos",,03/21/2020,2,
La Unión,Los Ríos,"La Unión, Los Ríos",,03/28/2020,6,
La Unión,Los Ríos,"La Unión, Los Ríos",,04/04/2020,5,
La Unión,Los Ríos,"La Unión, Los Ríos",,04/11/2020,4,
Lago Ranco,Los Ríos,"Lago Ranco, Los Ríos",,03/07/2020,0,
Lago Ranco,Los Ríos,"Lago Ranco, Los Ríos",,03/14/2020,0,
Lago Ranco,Los Ríos,"Lago Ranco, Los Ríos",,03/21/2020,1,
Lago Ranco,Los Ríos,"Lago Ranco, Los Ríos",,03/28/2020,1,
Lago Ranco,Los Ríos,"Lago Ranco, Los Ríos",,04/04/2020,0,
Lago Ranco,Los Ríos,"Lago Ranco, Los Ríos",,04/11/2020,0,
Lanco,Los Ríos,"Lanco, Los Ríos",,03/07/2020,0,
Lanco,Los Ríos,"Lanco, Los Ríos",,03/14/2020,0,
Lanco,Los Ríos,"Lanco, Los Ríos",,03/21/2020,0,
Lanco,Los Ríos,"Lanco, Los Ríos",,03/28/2020,1,
Lanco,Los Ríos,"Lanco, Los Ríos",,04/04/2020,1,
Lanco,Los Ríos,"Lanco, Los Ríos",,04/11/2020,0,
Los Lagos,Los Ríos,"Los Lagos, Los Ríos",,03/07/2020,0,
Los Lagos,Los Ríos,"Los Lagos, Los Ríos",,03/14/2020,0,
Los Lagos,Los Ríos,"Los Lagos, Los Ríos",,03/21/2020,0,
Los Lagos,Los Ríos,"Los Lagos, Los Ríos",,03/28/2020,0,
Los Lagos,Los Ríos,"Los Lagos, Los Ríos",,04/04/2020,0,
Los Lagos,Los Ríos,"Los Lagos, Los Ríos",,04/11/2020,0,
Márfil,Los Ríos,"Márfil, Los Ríos",,03/07/2020,0,
Márfil,Los Ríos,"Márfil, Los Ríos",,03/14/2020,0,
Márfil,Los Ríos,"Márfil, Los Ríos",,03/21/2020,1,
Márfil,Los Ríos,"Márfil, Los Ríos",,03/28/2020,0,
Márfil,Los Ríos,"Márfil, Los Ríos",,04/04/2020,0,
Márfil,Los Ríos,"Márfil, Los Ríos",,04/11/2020,0,
Mariquina,Los Ríos,"Mariquina, Los Ríos",,03/07/2020,0,
Mariquina,Los Ríos,"Mariquina, Los Ríos",,03/14/2020,0,
Mariquina,Los Ríos,"Mariquina, Los Ríos",,03/21/2020,2,
Mariquina,Los Ríos,"Mariquina, Los Ríos",,03/28/2020,0,
Mariquina,Los Ríos,"Mariquina, Los Ríos",,04/04/2020,4,
Mariquina,Los Ríos,"Mariquina, Los Ríos",,04/11/2020,2,
Paillaco,Los Ríos,"Paillaco, Los Ríos",,03/07/2020,0,
Paillaco,Los Ríos,"Paillaco, Los Ríos",,03/14/2020,0,
Paillaco,Los Ríos,"Paillaco, Los Ríos",,03/21/2020,1,
Paillaco,Los Ríos,"Paillaco, Los Ríos",,03/28/2020,0,
Paillaco,Los Ríos,"Paillaco, Los Ríos",,04/04/2020,0,
Paillaco,Los Ríos,"Paillaco, Los Ríos",,04/11/2020,0,
Panguipulli,Los Ríos,"Panguipulli, Los Ríos",,03/07/2020,0,
Panguipulli,Los Ríos,"Panguipulli, Los Ríos",,03/14/2020,0,
Panguipulli,Los Ríos,"Panguipulli, Los Ríos",,03/21/2020,1,
Panguipulli,Los Ríos,"Panguipulli, Los Ríos",,03/28/2020,0,
Panguipulli,Los Ríos,"Panguipulli, Los Ríos",,04/04/2020,1,
Panguipulli,Los Ríos,"Panguipulli, Los Ríos",,04/11/2020,0,
Río Bueno,Los Ríos,"Río Bueno, Los Ríos",,03/07/2020,0,
Río Bueno,Los Ríos,"Río Bueno, Los Ríos",,03/14/2020,0,
Río Bueno,Los Ríos,"Río Bueno, Los Ríos",,03/21/2020,4,
Río Bueno,Los Ríos,"Río Bueno, Los Ríos",,03/28/2020,2,
Río Bueno,Los Ríos,"Río Bueno, Los Ríos",,04/04/2020,4,
Río Bueno,Los Ríos,"Río Bueno, Los Ríos",,04/11/2020,0,
Valdívia,Los Ríos,"Valdívia, Los Ríos",,03/07/2020,2,
Valdívia,Los Ríos,"Valdívia, Los Ríos",,03/14/2020,1,
Valdívia,Los Ríos,"Valdívia, Los Ríos",,03/21/2020,26,
Valdívia,Los Ríos,"Valdívia, Los Ríos",,03/28/2020,31,
Valdívia,Los Ríos,"Valdívia, Los Ríos",,04/04/2020,21,
Valdívia,Los Ríos,"Valdívia, Los Ríos",,04/11/2020,7,
Ancud,Los Lagos,"Ancud, Los Lagos",,03/07/2020,0,
Ancud,Los Lagos,"Ancud, Los Lagos",,03/14/2020,0,
Ancud,Los Lagos,"Ancud, Los Lagos",,03/21/2020,0,
Ancud,Los Lagos,"Ancud, Los Lagos",,03/28/2020,0,
Ancud,Los Lagos,"Ancud, Los Lagos",,04/04/2020,0,
Ancud,Los Lagos,"Ancud, Los Lagos",,04/11/2020,3,
Calbuco,Los Lagos,"Calbuco, Los Lagos",,03/07/2020,0,
Calbuco,Los Lagos,"Calbuco, Los Lagos",,03/14/2020,1,
Calbuco,Los Lagos,"Calbuco, Los Lagos",,03/21/2020,3,
Calbuco,Los Lagos,"Calbuco, Los Lagos",,03/28/2020,1,
Calbuco,Los Lagos,"Calbuco, Los Lagos",,04/04/2020,2,
Calbuco,Los Lagos,"Calbuco, Los Lagos",,04/11/2020,0,
Castro,Los Lagos,"Castro, Los Lagos",,03/07/2020,0,
Castro,Los Lagos,"Castro, Los Lagos",,03/14/2020,0,
Castro,Los Lagos,"Castro, Los Lagos",,03/21/2020,2,
Castro,Los Lagos,"Castro, Los Lagos",,03/28/2020,0,
Castro,Los Lagos,"Castro, Los Lagos",,04/04/2020,5,
Castro,Los Lagos,"Castro, Los Lagos",,04/11/2020,0,
Chaitén,Los Lagos,"Chaitén, Los Lagos",,03/07/2020,0,
Chaitén,Los Lagos,"Chaitén, Los Lagos",,03/14/2020,0,
Chaitén,Los Lagos,"Chaitén, Los Lagos",,03/21/2020,0,
Chaitén,Los Lagos,"Chaitén, Los Lagos",,03/28/2020,1,
Chaitén,Los Lagos,"Chaitén, Los Lagos",,04/04/2020,0,
Chaitén,Los Lagos,"Chaitén, Los Lagos",,04/11/2020,0,
Chonchi,Los Lagos,"Chonchi, Los Lagos",,03/07/2020,0,
Chonchi,Los Lagos,"Chonchi, Los Lagos",,03/14/2020,0,
Chonchi,Los Lagos,"Chonchi, Los Lagos",,03/21/2020,0,
Chonchi,Los Lagos,"Chonchi, Los Lagos",,03/28/2020,0,
Chonchi,Los Lagos,"Chonchi, Los Lagos",,04/04/2020,0,
Chonchi,Los Lagos,"Chonchi, Los Lagos",,04/11/2020,0,
Cachamó,Los Lagos,"Cachamó, Los Lagos",,03/07/2020,0,
Cachamó,Los Lagos,"Cachamó, Los Lagos",,03/14/2020,0,
Cachamó,Los Lagos,"Cachamó, Los Lagos",,03/21/2020,0,
Cachamó,Los Lagos,"Cachamó, Los Lagos",,03/28/2020,0,
Cachamó,Los Lagos,"Cachamó, Los Lagos",,04/04/2020,0,
Cachamó,Los Lagos,"Cachamó, Los Lagos",,04/11/2020,0,
Curaco de Vélez,Los Lagos,"Curaco de Vélez, Los Lagos",,03/07/2020,0,
Curaco de Vélez,Los Lagos,"Curaco de Vélez, Los Lagos",,03/14/2020,0,
Curaco de Vélez,Los Lagos,"Curaco de Vélez, Los Lagos",,03/21/2020,0,
Curaco de Vélez,Los Lagos,"Curaco de Vélez, Los Lagos",,03/28/2020,0,
Curaco de Vélez,Los Lagos,"Curaco de Vélez, Los Lagos",,04/04/2020,0,
Curaco de Vélez,Los Lagos,"Curaco de Vélez, Los Lagos",,04/11/2020,0,
Dalcahue,Los Lagos,"Dalcahue, Los Lagos",,03/07/2020,0,
Dalcahue,Los Lagos,"Dalcahue, Los Lagos",,03/14/2020,0,
Dalcahue,Los Lagos,"Dalcahue, Los Lagos",,03/21/2020,0,
Dalcahue,Los Lagos,"Dalcahue, Los Lagos",,03/28/2020,0,
Dalcahue,Los Lagos,"Dalcahue, Los Lagos",,04/04/2020,0,
Dalcahue,Los Lagos,"Dalcahue, Los Lagos",,04/11/2020,0,
Fresia,Los Lagos,"Fresia, Los Lagos",,03/07/2020,0,
Fresia,Los Lagos,"Fresia, Los Lagos",,03/14/2020,0,
Fresia,Los Lagos,"Fresia, Los Lagos",,03/21/2020,0,
Fresia,Los Lagos,"Fresia, Los Lagos",,03/28/2020,0,
Fresia,Los Lagos,"Fresia, Los Lagos",,04/04/2020,0,
Fresia,Los Lagos,"Fresia, Los Lagos",,04/11/2020,0,
Frutillar,Los Lagos,"Frutillar, Los Lagos",,03/07/2020,0,
Frutillar,Los Lagos,"Frutillar, Los Lagos",,03/14/2020,0,
Frutillar,Los Lagos,"Frutillar, Los Lagos",,03/21/2020,0,
Frutillar,Los Lagos,"Frutillar, Los Lagos",,03/28/2020,1,
Frutillar,Los Lagos,"Frutillar, Los Lagos",,04/04/2020,3,
Frutillar,Los Lagos,"Frutillar, Los Lagos",,04/11/2020,1,
Futaleufú,Los Lagos,"Futaleufú, Los Lagos",,03/07/2020,0,
Futaleufú,Los Lagos,"Futaleufú, Los Lagos",,03/14/2020,0,
Futaleufú,Los Lagos,"Futaleufú, Los Lagos",,03/21/2020,0,
Futaleufú,Los Lagos,"Futaleufú, Los Lagos",,03/28/2020,0,
Futaleufú,Los Lagos,"Futaleufú, Los Lagos",,04/04/2020,0,
Futaleufú,Los Lagos,"Futaleufú, Los Lagos",,04/11/2020,0,
Hualaihué,Los Lagos,"Hualaihué, Los Lagos",,03/07/2020,0,
Hualaihué,Los Lagos,"Hualaihué, Los Lagos",,03/14/2020,0,
Hualaihué,Los Lagos,"Hualaihué, Los Lagos",,03/21/2020,0,
Hualaihué,Los Lagos,"Hualaihué, Los Lagos",,03/28/2020,3,
Hualaihué,Los Lagos,"Hualaihué, Los Lagos",,04/04/2020,0,
Hualaihué,Los Lagos,"Hualaihué, Los Lagos",,04/11/2020,0,
Llanquihue,Los Lagos,"Llanquihue, Los Lagos",,03/07/2020,0,
Llanquihue,Los Lagos,"Llanquihue, Los Lagos",,03/14/2020,1,
Llanquihue,Los Lagos,"Llanquihue, Los Lagos",,03/21/2020,0,
Llanquihue,Los Lagos,"Llanquihue, Los Lagos",,03/28/2020,1,
Llanquihue,Los Lagos,"Llanquihue, Los Lagos",,04/04/2020,1,
Llanquihue,Los Lagos,"Llanquihue, Los Lagos",,04/11/2020,0,
Los Muermos,Los Lagos,"Los Muermos, Los Lagos",,03/07/2020,0,
Los Muermos,Los Lagos,"Los Muermos, Los Lagos",,03/14/2020,0,
Los Muermos,Los Lagos,"Los Muermos, Los Lagos",,03/21/2020,1,
Los Muermos,Los Lagos,"Los Muermos, Los Lagos",,03/28/2020,0,
Los Muermos,Los Lagos,"Los Muermos, Los Lagos",,04/04/2020,0,
Los Muermos,Los Lagos,"Los Muermos, Los Lagos",,04/11/2020,0,
Maullín,Los Lagos,"Maullín, Los Lagos",,03/07/2020,0,
Maullín,Los Lagos,"Maullín, Los Lagos",,03/14/2020,0,
Maullín,Los Lagos,"Maullín, Los Lagos",,03/21/2020,0,
Maullín,Los Lagos,"Maullín, Los Lagos",,03/28/2020,0,
Maullín,Los Lagos,"Maullín, Los Lagos",,04/04/2020,0,
Maullín,Los Lagos,"Maullín, Los Lagos",,04/11/2020,1,
Osorno,Los Lagos,"Osorno, Los Lagos",,03/07/2020,0,
Osorno,Los Lagos,"Osorno, Los Lagos",,03/14/2020,3,
Osorno,Los Lagos,"Osorno, Los Lagos",,03/21/2020,56,
Osorno,Los Lagos,"Osorno, Los Lagos",,03/28/2020,106,
Osorno,Los Lagos,"Osorno, Los Lagos",,04/04/2020,51,
Osorno,Los Lagos,"Osorno, Los Lagos",,04/11/2020,16,
Palena,Los Lagos,"Palena, Los Lagos",,03/07/2020,0,
Palena,Los Lagos,"Palena, Los Lagos",,03/14/2020,0,
Palena,Los Lagos,"Palena, Los Lagos",,03/21/2020,0,
Palena,Los Lagos,"Palena, Los Lagos",,03/28/2020,0,
Palena,Los Lagos,"Palena, Los Lagos",,04/04/2020,0,
Palena,Los Lagos,"Palena, Los Lagos",,04/11/2020,0,
Puerto Montt,Los Lagos,"Puerto Montt, Los Lagos",,03/07/2020,1,
Puerto Montt,Los Lagos,"Puerto Montt, Los Lagos",,03/14/2020,11,
Puerto Montt,Los Lagos,"Puerto Montt, Los Lagos",,03/21/2020,25,
Puerto Montt,Los Lagos,"Puerto Montt, Los Lagos",,03/28/2020,20,
Puerto Montt,Los Lagos,"Puerto Montt, Los Lagos",,04/04/2020,11,
Puerto Montt,Los Lagos,"Puerto Montt, Los Lagos",,04/11/2020,0,
Puerto Octay,Los Lagos,"Puerto Octay, Los Lagos",,03/07/2020,0,
Puerto Octay,Los Lagos,"Puerto Octay, Los Lagos",,03/14/2020,0,
Puerto Octay,Los Lagos,"Puerto Octay, Los Lagos",,03/21/2020,1,
Puerto Octay,Los Lagos,"Puerto Octay, Los Lagos",,03/28/2020,0,
Puerto Octay,Los Lagos,"Puerto Octay, Los Lagos",,04/04/2020,0,
Puerto Octay,Los Lagos,"Puerto Octay, Los Lagos",,04/11/2020,0,
Puerto Varas,Los Lagos,"Puerto Varas, Los Lagos",,03/07/2020,0,
Puerto Varas,Los Lagos,"Puerto Varas, Los Lagos",,03/14/2020,1,
Puerto Varas,Los Lagos,"Puerto Varas, Los Lagos",,03/21/2020,0,
Puerto Varas,Los Lagos,"Puerto Varas, Los Lagos",,03/28/2020,1,
Puerto Varas,Los Lagos,"Puerto Varas, Los Lagos",,04/04/2020,2,
Puerto Varas,Los Lagos,"Puerto Varas, Los Lagos",,04/11/2020,2,
Puqueldón,Los Lagos,"Puqueldón, Los Lagos",,03/07/2020,0,
Puqueldón,Los Lagos,"Puqueldón, Los Lagos",,03/14/2020,0,
Puqueldón,Los Lagos,"Puqueldón, Los Lagos",,03/21/2020,0,
Puqueldón,Los Lagos,"Puqueldón, Los Lagos",,03/28/2020,0,
Puqueldón,Los Lagos,"Puqueldón, Los Lagos",,04/04/2020,0,
Puqueldón,Los Lagos,"Puqueldón, Los Lagos",,04/11/2020,0,
Purranque,Los Lagos,"Purranque, Los Lagos",,03/07/2020,0,
Purranque,Los Lagos,"Purranque, Los Lagos",,03/14/2020,0,
Purranque,Los Lagos,"Purranque, Los Lagos",,03/21/2020,0,
Purranque,Los Lagos,"Purranque, Los Lagos",,03/28/2020,3,
Purranque,Los Lagos,"Purranque, Los Lagos",,04/04/2020,10,
Purranque,Los Lagos,"Purranque, Los Lagos",,04/11/2020,3,
Puyehue,Los Lagos,"Puyehue, Los Lagos",,03/07/2020,0,
Puyehue,Los Lagos,"Puyehue, Los Lagos",,03/14/2020,0,
Puyehue,Los Lagos,"Puyehue, Los Lagos",,03/21/2020,1,
Puyehue,Los Lagos,"Puyehue, Los Lagos",,03/28/2020,0,
Puyehue,Los Lagos,"Puyehue, Los Lagos",,04/04/2020,1,
Puyehue,Los Lagos,"Puyehue, Los Lagos",,04/11/2020,0,
Queilén,Los Lagos,"Queilén, Los Lagos",,03/07/2020,0,
Queilén,Los Lagos,"Queilén, Los Lagos",,03/14/2020,0,
Queilén,Los Lagos,"Queilén, Los Lagos",,03/21/2020,0,
Queilén,Los Lagos,"Queilén, Los Lagos",,03/28/2020,0,
Queilén,Los Lagos,"Queilén, Los Lagos",,04/04/2020,0,
Queilén,Los Lagos,"Queilén, Los Lagos",,04/11/2020,0,
Quellón,Los Lagos,"Quellón, Los Lagos",,03/07/2020,0,
Quellón,Los Lagos,"Quellón, Los Lagos",,03/14/2020,0,
Quellón,Los Lagos,"Quellón, Los Lagos",,03/21/2020,0,
Quellón,Los Lagos,"Quellón, Los Lagos",,03/28/2020,0,
Quellón,Los Lagos,"Quellón, Los Lagos",,04/04/2020,0,
Quellón,Los Lagos,"Quellón, Los Lagos",,04/11/2020,0,
Quemchi,Los Lagos,"Quemchi, Los Lagos",,03/07/2020,0,
Quemchi,Los Lagos,"Quemchi, Los Lagos",,03/14/2020,0,
Quemchi,Los Lagos,"Quemchi, Los Lagos",,03/21/2020,0,
Quemchi,Los Lagos,"Quemchi, Los Lagos",,03/28/2020,0,
Quemchi,Los Lagos,"Quemchi, Los Lagos",,04/04/2020,0,
Quemchi,Los Lagos,"Quemchi, Los Lagos",,04/11/2020,0,
Quinchao,Los Lagos,"Quinchao, Los Lagos",,03/07/2020,0,
Quinchao,Los Lagos,"Quinchao, Los Lagos",,03/14/2020,0,
Quinchao,Los Lagos,"Quinchao, Los Lagos",,03/21/2020,0,
Quinchao,Los Lagos,"Quinchao, Los Lagos",,03/28/2020,1,
Quinchao,Los Lagos,"Quinchao, Los Lagos",,04/04/2020,0,
Quinchao,Los Lagos,"Quinchao, Los Lagos",,04/11/2020,0,
Río Negro,Los Lagos,"Río Negro, Los Lagos",,03/07/2020,0,
Río Negro,Los Lagos,"Río Negro, Los Lagos",,03/14/2020,0,
Río Negro,Los Lagos,"Río Negro, Los Lagos",,03/21/2020,0,
Río Negro,Los Lagos,"Río Negro, Los Lagos",,03/28/2020,1,
Río Negro,Los Lagos,"Río Negro, Los Lagos",,04/04/2020,2,
Río Negro,Los Lagos,"Río Negro, Los Lagos",,04/11/2020,0,
San Juan de la Costa,Los Lagos,"San Juan de la Costa, Los Lagos",,03/07/2020,0,
San Juan de la Costa,Los Lagos,"San Juan de la Costa, Los Lagos",,03/14/2020,0,
San Juan de la Costa,Los Lagos,"San Juan de la Costa, Los Lagos",,03/21/2020,0,
San Juan de la Costa,Los Lagos,"San Juan de la Costa, Los Lagos",,03/28/2020,1,
San Juan de la Costa,Los Lagos,"San Juan de la Costa, Los Lagos",,04/04/2020,11,
San Juan de la Costa,Los Lagos,"San Juan de la Costa, Los Lagos",,04/11/2020,2,
San Pablo,Los Lagos,"San Pablo, Los Lagos",,03/07/2020,0,
San Pablo,Los Lagos,"San Pablo, Los Lagos",,03/14/2020,0,
San Pablo,Los Lagos,"San Pablo, Los Lagos",,03/21/2020,0,
San Pablo,Los Lagos,"San Pablo, Los Lagos",,03/28/2020,2,
San Pablo,Los Lagos,"San Pablo, Los Lagos",,04/04/2020,4,
San Pablo,Los Lagos,"San Pablo, Los Lagos",,04/11/2020,0,
Aisén,Aisén,"Aisén, Aisén",,03/07/2020,0,
Aisén,Aisén,"Aisén, Aisén",,03/14/2020,1,
Aisén,Aisén,"Aisén, Aisén",,03/21/2020,1,
Aisén,Aisén,"Aisén, Aisén",,03/28/2020,0,
Aisén,Aisén,"Aisén, Aisén",,04/04/2020,1,
Aisén,Aisén,"Aisén, Aisén",,04/11/2020,0,
Chile Chico,Aisén,"Chile Chico, Aisén",,03/07/2020,0,
Chile Chico,Aisén,"Chile Chico, Aisén",,03/14/2020,0,
Chile Chico,Aisén,"Chile Chico, Aisén",,03/21/2020,0,
Chile Chico,Aisén,"Chile Chico, Aisén",,03/28/2020,0,
Chile Chico,Aisén,"Chile Chico, Aisén",,04/04/2020,1,
Chile Chico,Aisén,"Chile Chico, Aisén",,04/11/2020,0,
Cisnes,Aisén,"Cisnes, Aisén",,03/07/2020,0,
Cisnes,Aisén,"Cisnes, Aisén",,03/14/2020,0,
Cisnes,Aisén,"Cisnes, Aisén",,03/21/2020,0,
Cisnes,Aisén,"Cisnes, Aisén",,03/28/2020,0,
Cisnes,Aisén,"Cisnes, Aisén",,04/04/2020,0,
Cisnes,Aisén,"Cisnes, Aisén",,04/11/2020,0,
Cochrane,Aisén,"Cochrane, Aisén",,03/07/2020,0,
Cochrane,Aisén,"Cochrane, Aisén",,03/14/2020,0,
Cochrane,Aisén,"Cochrane, Aisén",,03/21/2020,0,
Cochrane,Aisén,"Cochrane, Aisén",,03/28/2020,0,
Cochrane,Aisén,"Cochrane, Aisén",,04/04/2020,0,
Cochrane,Aisén,"Cochrane, Aisén",,04/11/2020,0,
Coyhaique,Aisén,"Coyhaique, Aisén",,03/07/2020,0,
Coyhaique,Aisén,"Coyhaique, Aisén",,03/14/2020,2,
Coyhaique,Aisén,"Coyhaique, Aisén",,03/21/2020,0,
Coyhaique,Aisén,"Coyhaique, Aisén",,03/28/2020,0,
Coyhaique,Aisén,"Coyhaique, Aisén",,04/04/2020,0,
Coyhaique,Aisén,"Coyhaique, Aisén",,04/11/2020,0,
Guaitecas,Aisén,"Guaitecas, Aisén",,03/07/2020,0,
Guaitecas,Aisén,"Guaitecas, Aisén",,03/14/2020,0,
Guaitecas,Aisén,"Guaitecas, Aisén",,03/21/2020,0,
Guaitecas,Aisén,"Guaitecas, Aisén",,03/28/2020,0,
Guaitecas,Aisén,"Guaitecas, Aisén",,04/04/2020,0,
Guaitecas,Aisén,"Guaitecas, Aisén",,04/11/2020,0,
Lago Verde,Aisén,"Lago Verde, Aisén",,03/07/2020,0,
Lago Verde,Aisén,"Lago Verde, Aisén",,03/14/2020,0,
Lago Verde,Aisén,"Lago Verde, Aisén",,03/21/2020,0,
Lago Verde,Aisén,"Lago Verde, Aisén",,03/28/2020,0,
Lago Verde,Aisén,"Lago Verde, Aisén",,04/04/2020,0,
Lago Verde,Aisén,"Lago Verde, Aisén",,04/11/2020,0,
O'higgins,Aisén,"O'higgins, Aisén",,03/07/2020,0,
O'higgins,Aisén,"O'higgins, Aisén",,03/14/2020,0,
O'higgins,Aisén,"O'higgins, Aisén",,03/21/2020,0,
O'higgins,Aisén,"O'higgins, Aisén",,03/28/2020,0,
O'higgins,Aisén,"O'higgins, Aisén",,04/04/2020,0,
O'higgins,Aisén,"O'higgins, Aisén",,04/11/2020,0,
Río Ibáñez,Aisén,"Río Ibáñez, Aisén",,03/07/2020,0,
Río Ibáñez,Aisén,"Río Ibáñez, Aisén",,03/14/2020,0,
Río Ibáñez,Aisén,"Río Ibáñez, Aisén",,03/21/2020,0,
Río Ibáñez,Aisén,"Río Ibáñez, Aisén",,03/28/2020,0,
Río Ibáñez,Aisén,"Río Ibáñez, Aisén",,04/04/2020,0,
Río Ibáñez,Aisén,"Río Ibáñez, Aisén",,04/11/2020,0,
Tortel,Aisén,"Tortel, Aisén",,03/07/2020,0,
Tortel,Aisén,"Tortel, Aisén",,03/14/2020,1,
Tortel,Aisén,"Tortel, Aisén",,03/21/2020,0,
Tortel,Aisén,"Tortel, Aisén",,03/28/2020,0,
Tortel,Aisén,"Tortel, Aisén",,04/04/2020,0,
Tortel,Aisén,"Tortel, Aisén",,04/11/2020,0,
Antártica,Magallanes y la Antártica Chilena,"Antártica, Magallanes y la Antártica Chilena",,03/07/2020,0,
Antártica,Magallanes y la Antártica Chilena,"Antártica, Magallanes y la Antártica Chilena",,03/14/2020,0,
Antártica,Magallanes y la Antártica Chilena,"Antártica, Magallanes y la Antártica Chilena",,03/21/2020,0,
Antártica,Magallanes y la Antártica Chilena,"Antártica, Magallanes y la Antártica Chilena",,03/28/2020,0,
Antártica,Magallanes y la Antártica Chilena,"Antártica, Magallanes y la Antártica Chilena",,04/04/2020,0,
Antártica,Magallanes y la Antártica Chilena,"Antártica, Magallanes y la Antártica Chilena",,04/11/2020,0,
Cabo de Hornos,Magallanes y la Antártica Chilena,"Cabo de Hornos, Magallanes y la Antártica Chilena",,03/07/2020,0,
Cabo de Hornos,Magallanes y la Antártica Chilena,"Cabo de Hornos, Magallanes y la Antártica Chilena",,03/14/2020,0,
Cabo de Hornos,Magallanes y la Antártica Chilena,"Cabo de Hornos, Magallanes y la Antártica Chilena",,03/21/2020,8,
Cabo de Hornos,Magallanes y la Antártica Chilena,"Cabo de Hornos, Magallanes y la Antártica Chilena",,03/28/2020,7,
Cabo de Hornos,Magallanes y la Antártica Chilena,"Cabo de Hornos, Magallanes y la Antártica Chilena",,04/04/2020,0,
Cabo de Hornos,Magallanes y la Antártica Chilena,"Cabo de Hornos, Magallanes y la Antártica Chilena",,04/11/2020,3,
Laguna Blanca,Magallanes y la Antártica Chilena,"Laguna Blanca, Magallanes y la Antártica Chilena",,03/07/2020,0,
Laguna Blanca,Magallanes y la Antártica Chilena,"Laguna Blanca, Magallanes y la Antártica Chilena",,03/14/2020,0,
Laguna Blanca,Magallanes y la Antártica Chilena,"Laguna Blanca, Magallanes y la Antártica Chilena",,03/21/2020,0,
Laguna Blanca,Magallanes y la Antártica Chilena,"Laguna Blanca, Magallanes y la Antártica Chilena",,03/28/2020,0,
Laguna Blanca,Magallanes y la Antártica Chilena,"Laguna Blanca, Magallanes y la Antártica Chilena",,04/04/2020,0,
Laguna Blanca,Magallanes y la Antártica Chilena,"Laguna Blanca, Magallanes y la Antártica Chilena",,04/11/2020,0,
Natales,Magallanes y la Antártica Chilena,"Natales, Magallanes y la Antártica Chilena",,03/07/2020,0,
Natales,Magallanes y la Antártica Chilena,"Natales, Magallanes y la Antártica Chilena",,03/14/2020,1,
Natales,Magallanes y la Antártica Chilena,"Natales, Magallanes y la Antártica Chilena",,03/21/2020,3,
Natales,Magallanes y la Antártica Chilena,"Natales, Magallanes y la Antártica Chilena",,03/28/2020,1,
Natales,Magallanes y la Antártica Chilena,"Natales, Magallanes y la Antártica Chilena",,04/04/2020,1,
Natales,Magallanes y la Antártica Chilena,"Natales, Magallanes y la Antártica Chilena",,04/11/2020,0,
Porvenir,Magallanes y la Antártica Chilena,"Porvenir, Magallanes y la Antártica Chilena",,03/07/2020,0,
Porvenir,Magallanes y la Antártica Chilena,"Porvenir, Magallanes y la Antártica Chilena",,03/14/2020,0,
Porvenir,Magallanes y la Antártica Chilena,"Porvenir, Magallanes y la Antártica Chilena",,03/21/2020,0,
Porvenir,Magallanes y la Antártica Chilena,"Porvenir, Magallanes y la Antártica Chilena",,03/28/2020,3,
Porvenir,Magallanes y la Antártica Chilena,"Porvenir, Magallanes y la Antártica Chilena",,04/04/2020,1,
Porvenir,Magallanes y la Antártica Chilena,"Porvenir, Magallanes y la Antártica Chilena",,04/11/2020,0,
Primavera,Magallanes y la Antártica Chilena,"Primavera, Magallanes y la Antártica Chilena",,03/07/2020,0,
Primavera,Magallanes y la Antártica Chilena,"Primavera, Magallanes y la Antártica Chilena",,03/14/2020,0,
Primavera,Magallanes y la Antártica Chilena,"Primavera, Magallanes y la Antártica Chilena",,03/21/2020,0,
Primavera,Magallanes y la Antártica Chilena,"Primavera, Magallanes y la Antártica Chilena",,03/28/2020,0,
Primavera,Magallanes y la Antártica Chilena,"Primavera, Magallanes y la Antártica Chilena",,04/04/2020,0,
Primavera,Magallanes y la Antártica Chilena,"Primavera, Magallanes y la Antártica Chilena",,04/11/2020,0,
Punta Arenas,Magallanes y la Antártica Chilena,"Punta Arenas, Magallanes y la Antártica Chilena",,03/07/2020,0,
Punta Arenas,Magallanes y la Antártica Chilena,"Punta Arenas, Magallanes y la Antártica Chilena",,03/14/2020,4,
